,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,Central,Chorotega,Paci­fico Central,Brunca,Huetar Atlantica,Huetar Norte,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,region,imputed_rent,mean_per_capita_income,per_capita_rent,mobilephone_per_capita,computer_per_capita,tablet_per_capita,yrs_edu_lost,asset_owned,water_provision,sanitario_type,electricity_source,cooking_energy,education_level,wall_material,housing_situation,wall_status,floor_material,floor_status,roof_material,roof_status,marital_status,rubbish_disposal
2171,ID_31aa5d423,300000.0,0,6,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,11,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e1068f57f,1,2,0,3,.5,11,0,12.5,0,0,0,0,1,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,35,121,1225,9,121,1,2.25,0.25,156.25,1225,4.0,Central,0.0,0.0,173205.08075688774,0.3333333333333333,0.0,0.3333333333333333,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2175,ID_738c6feb5,170000.0,0,9,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,15,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e705150f9,0,2,2,2,8,15,0,13.0,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,72,225,5184,4,225,0,0.44444448,64.0,169.0,5184,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.5,0.5,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",3,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2179,ID_fcf49089e,170000.0,0,9,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d7dfad0bb,0,4,0,4,0,11,0,15.5,0,0,0,0,1,0,0,0,0,5,0.80000001,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,60,121,3600,16,121,0,0.64000005,0.0,240.25,3600,4.0,Central,170000.0,85000.0,85000.0,0.25,0.25,0.25,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2182,ID_a93cc5069,170000.0,0,7,0,1,1,1,5.0,0,4,4,0,1,1,0,5,5,5,5,9,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,930d072eb,0,5,3,5,1.5,9,0,7.599999900000001,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,66,81,4356,25,81,0,1.5625,2.25,57.759998,4356,4.0,Central,170000.0,76026.31123499284,76026.31123499284,0.2,0.2,0.2,0.0,5,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,tanker truck
2186,ID_fce717c93,170000.0,0,9,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,10,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bf4205356,0,2,2,2,8,10,0,10.5,0,0,0,1,0,0,0,0,0,5,0.40000001,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,69,100,4761,4,100,0,0.16000001,64.0,110.25,4761,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,incomplete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2187,ID_129848608,170000.0,0,4,0,1,1,1,1.0,1,1,2,1,4,5,2,5,7,7,7,6,0.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c6401f74a,2,5,0,7,.40000001,6,0,10.8,0,0,1,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,49,36,2401,49,36,4,5.4444442,0.16000001,116.64001,2401,4.0,Central,170000.0,64253.96041156862,64253.96041156862,0.14285714285714285,0.0,0.14285714285714285,0.0,4,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,own and fully paid,good,cement,good,metal foil or zinc,good,married,tanker truck
2196,ID_61104e6e0,110000.0,0,4,0,1,1,0,0.0,2,1,3,0,2,2,2,3,5,5,5,2,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c51872422,2,3,1,5,1.5,2,0,5.6666665,0,1,0,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,78,4,6084,25,4,4,6.25,2.25,32.111111,6084,2.0,Central,110000.0,49193.49550499537,49193.49550499537,0.2,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,wood,own and fully paid,bad,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,unknown,tanker truck
2200,ID_b396608e5,570540.0,0,6,0,1,1,1,2.0,0,1,1,0,2,2,0,3,3,3,3,17,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b7087ef92,0,3,0,3,0,17,0,15.0,0,0,0,0,0,0,0,0,1,3,1.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,51,289,2601,9,289,0,1.0,0.0,225.0,2601,4.0,Central,0.0,0.0,329401.4225834491,0.3333333333333333,0.0,0.3333333333333333,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",3,postgraduate higher education,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,bad,married,tanker truck
2202,ID_41ff26fb5,700000.0,0,9,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,12,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,aa3fc3595,2,1,0,3,2,0,12,23.0,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,42,144,1764,9,0,4,1.0,4.0,529.0,1764,4.0,Central,0.0,0.0,404145.18843273807,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,separated,tanker truck
2206,ID_22285c618,855810.0,0,8,0,1,1,1,2.0,0,4,4,0,1,1,0,5,5,5,5,17,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cfce86e8d,0,5,0,5,0,17,0,16.0,0,0,0,0,0,0,0,0,1,5,1.0,0,1,0,0,0,1,0,1,5,1,0,0,0,0,0,1,0,54,289,2916,25,289,0,1.0,0.0,256.0,2916,4.0,Central,0.0,0.0,382729.867164819,0.2,0.2,0.2,0.0,4,1,3,"CNFL, ICE, ESPH/JASEC",2,postgraduate higher education,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2213,ID_ec12845a6,285270.0,0,8,0,1,1,1,1.0,1,1,2,1,1,2,2,2,4,4,4,21,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,be013e977,2,2,0,4,1.19406028376239,21,0,18.5,0,0,0,0,0,0,0,0,1,3,1.3333334,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,36,441,1296,16,441,4,1.7777778999999998,1.0,342.25,1296,4.0,Central,0.0,0.0,142635.0,0.25,0.25,0.25,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",2,postgraduate higher education,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2216,ID_fba1bee18,200000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fa2b66b43,0,3,2,3,2,6,0,8.666667,0,0,1,0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,86,36,7396,9,36,0,2.25,4.0,75.111115,7396,4.0,Central,0.0,0.0,115470.05383792517,0.3333333333333333,0.0,0.0,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2217,ID_9c5654ade,170000.0,0,4,0,1,0,0,0.0,0,0,0,0,1,1,0,1,1,1,1,11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,aa2948d67,0,1,1,1,8,0,11,11.0,0,0,0,0,1,0,0,0,0,2,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,77,121,5929,1,0,0,0.25,64.0,121.0,5929,4.0,Central,170000.0,170000.0,170000.0,0.0,0.0,0.0,0.0,1,1,2,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,single,tanker truck
2218,ID_61043cdb0,288750.0,0,5,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,16,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a05d76afb,0,2,0,2,0,16,0,14.5,0,0,0,0,0,0,0,1,0,3,0.66666669,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,45,256,2025,4,256,0,0.44444448,0.0,210.25,2025,4.0,Central,0.0,0.0,204177.08306761557,0.5,0.0,0.5,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,married,tanker truck
2220,ID_b5977a3c1,200000.0,0,4,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,15,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,507d47ecd,0,2,0,2,0,0,15,14.0,0,0,0,0,0,0,0,1,0,2,1.0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,1,0,37,225,1369,4,0,0,1.0,0.0,196.0,1369,4.0,Central,0.0,0.0,141421.3562373095,0.5,0.5,0.5,0.0,5,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,tanker truck
2223,ID_ae6f14eaf,170000.0,0,5,0,1,1,0,0.0,0,1,1,2,1,3,2,2,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c0ab646bb,2,2,0,4,1.19406028376239,0,15,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,38,225,1444,16,0,4,1.7777778999999998,1.0,210.25,1444,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
2229,ID_c74bef8e8,120000.0,0,3,0,1,1,0,0.0,0,1,1,3,1,4,3,2,5,5,5,11,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,518ac53b2,3,2,0,5,1.5,11,0,11.0,0,0,0,0,1,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,33,121,1089,25,121,9,6.25,2.25,121.0,1089,2.0,Central,0.0,0.0,53665.63145999495,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,block or brick,rented,regular,cement,bad,metal foil or zinc,bad,unknown,tanker truck
2232,ID_e7be306e1,110000.0,0,4,0,1,0,0,0.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3d0362e41,1,2,0,3,.5,6,0,6.0,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,37,36,1369,9,36,1,2.25,0.25,36.0,1369,4.0,Central,0.0,0.0,63508.52961085884,0.3333333333333333,0.0,0.0,2.0,1,1,2,"CNFL, ICE, ESPH/JASEC",3,complete primary,zinc,rented,good,"mosaic, ceramic, terrazo",regular,metal foil or zinc,good,unknown,tanker truck
2235,ID_69378f8bb,120000.0,0,3,0,1,0,0,0.0,0,1,1,0,1,1,0,2,2,2,2,0,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,699e79b5e,0,2,2,2,8,0,0,1.5,1,0,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,79,0,6241,4,0,0,4.0,64.0,2.25,6241,3.0,Central,120000.0,84852.8137423857,84852.8137423857,0.5,0.0,0.0,0.0,1,1,3,"CNFL, ICE, ESPH/JASEC",2,no level of education,wood,own and fully paid,bad,"mosaic, ceramic, terrazo",regular,metal foil or zinc,bad,married,tanker truck
2237,ID_4e1a05cce,170000.0,0,4,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,0,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68c014624,1,4,1,5,.66666669,0,0,4.25,1,0,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,59,0,3481,25,0,1,2.7777777,0.44444448,18.0625,3481,4.0,Central,170000.0,76026.31123499284,76026.31123499284,0.2,0.0,0.0,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",3,no level of education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,"fiber cement, mezzanine",good,married,tanker truck
2241,ID_cc7e6aa47,80000.0,0,4,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,15,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,51dbfbe84,0,1,0,1,0,15,0,15.0,0,0,0,0,0,0,0,1,0,2,0.5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,43,225,1849,1,225,0,0.25,0.0,225.0,1849,4.0,Central,0.0,0.0,80000.0,1.0,0.0,0.0,0.0,2,1,3,cooperative,2,undergraduate and higher education,block or brick,rented,good,"mosaic, ceramic, terrazo",good,"fiber cement, mezzanine",good,single,tanker truck
2242,ID_737c2e9b7,35000.0,0,4,0,1,0,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54d210cd8,0,2,0,2,0,0,6,6.0,0,0,1,0,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,46,36,2116,4,0,0,1.0,0.0,36.0,2116,4.0,Central,0.0,0.0,24748.737341529162,0.5,0.0,0.0,0.0,1,1,3,cooperative,3,complete primary,wood,rented,regular,wood,good,metal foil or zinc,regular,separated,tanker truck
2245,ID_a38cf6d77,170000.0,0,5,0,1,1,0,0.0,0,1,1,1,3,4,1,4,5,5,5,6,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1ce1fca25,3,2,0,5,1.5,0,6,15.0,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,55,36,3025,25,0,9,2.7777777,2.25,225.0,3025,4.0,Central,170000.0,76026.31123499284,76026.31123499284,0.2,0.0,0.0,1.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,bad,divorced,tanker truck
2249,ID_c6851e420,170000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,9,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b9a28744e,0,4,0,4,0,9,0,9.5,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,59,81,3481,16,81,0,1.7777778999999998,0.0,90.25,3481,4.0,Central,170000.0,85000.0,85000.0,0.25,0.25,0.0,0.0,4,1,3,cooperative,3,incomplete academic secondary level,wood,own and fully paid,regular,wood,regular,metal foil or zinc,regular,married,tanker truck
2257,ID_465209e50,120000.0,0,4,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,3,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56683908c,3,2,0,5,1.5,3,0,4.5,0,1,0,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,37,9,1369,25,9,9,6.25,2.25,20.25,1369,4.0,Central,0.0,0.0,53665.63145999495,0.2,0.0,0.0,1.0,2,1,2,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,rented,regular,"mosaic, ceramic, terrazo",bad,metal foil or zinc,good,married,tanker truck
2259,ID_5523cfc1e,160000.0,0,5,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,9,0.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,db08aa8ba,1,2,0,3,.5,0,9,13.5,0,0,0,1,0,0,0,0,0,3,1.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,39,81,1521,9,0,1,1.0,0.25,182.25,1521,4.0,Central,0.0,0.0,92376.04307034012,0.3333333333333333,0.0,0.3333333333333333,0.0,3,1,3,cooperative,3,incomplete academic secondary level,block or brick,rented,regular,cement,regular,metal foil or zinc,good,divorced,tanker truck
2262,ID_47f3fbfbf,80000.0,0,4,0,1,1,1,1.0,1,0,1,0,1,1,1,1,2,2,2,9,0.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,92cdb7d29,1,1,0,2,1.19406028376239,0,9,9.0,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,43,81,1849,4,0,1,1.0,1.0,81.0,1849,3.0,Central,0.0,0.0,56568.5424949238,0.5,0.0,0.5,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete academic secondary level,wood,rented,regular,cement,regular,metal foil or zinc,regular,single,tanker truck
2263,ID_f42c1a345,80000.0,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,0,0.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8f4f2e9c8,0,3,1,3,.5,0,0,4.0,1,0,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,85,0,7225,9,0,0,2.25,0.25,16.0,7225,1.0,Central,80000.0,46188.02153517006,46188.02153517006,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,no level of education,prefabricated or cement,own and fully paid,good,cement,good,metal foil or zinc,good,widow/er,tanker truck
2268,ID_32bd2b66a,110000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,10,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fa67d6fd5,1,4,0,5,.25,10,0,11.0,0,0,0,1,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,57,100,3249,25,100,1,2.7777777,0.0625,121.0,3249,2.0,Central,110000.0,49193.49550499537,49193.49550499537,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",4,incomplete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,married,tanker truck
